Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,110,0.01,symmetric,0.45705810636729616
100% Corpus,110,0.31,0.01,0.3528831043895914
100% Corpus,110,0.31,0.31,0.5690761715618023
100% Corpus,110,0.31,0.61,0.43329635973042957
100% Corpus,110,0.31,0.9099999999999999,0.420492312127666
100% Corpus,110,0.31,symmetric,0.35295192929553826
100% Corpus,110,0.61,0.01,0.3086458621569084
100% Corpus,110,0.61,0.31,0.3938246905404513
100% Corpus,110,0.61,0.61,0.4278401294222225
100% Corpus,110,0.61,0.9099999999999999,0.4329612683368029
100% Corpus,110,0.61,symmetric,0.30708639251895575
100% Corpus,110,0.9099999999999999,0.01,0.29911302862083283
100% Corpus,110,0.9099999999999999,0.31,0.3969390169311961
100% Corpus,110,0.9099999999999999,0.61,0.4252362893254803
100% Corpus,110,0.9099999999999999,0.9099999999999999,0.420492312127666
100% Corpus,110,0.9099999999999999,symmetric,0.2997117300866323
100% Corpus,110,symmetric,0.01,0.45627417133817855
100% Corpus,110,symmetric,0.31,0.4547825993022938
100% Corpus,110,symmetric,0.61,0.5503242643996569
100% Corpus,110,symmetric,0.9099999999999999,0.576644038559894
100% Corpus,110,symmetric,symmetric,0.4570704706599491
100% Corpus,110,asymmetric,0.01,0.4544029199685909
100% Corpus,110,asymmetric,0.31,0.45187621331885963
100% Corpus,110,asymmetric,0.61,0.45870809529543094
100% Corpus,110,asymmetric,0.9099999999999999,0.46013709227447297
100% Corpus,110,asymmetric,symmetric,0.45434623277088715
100% Corpus,120,0.01,0.01,0.7571453448437478
100% Corpus,120,0.01,0.31,0.7571453448437478
100% Corpus,120,0.01,0.61,0.48485067367372303
100% Corpus,120,0.01,0.9099999999999999,0.5293286211676324
100% Corpus,120,0.01,symmetric,0.7571453448437478
100% Corpus,120,0.31,0.01,0.3565553530665284
100% Corpus,120,0.31,0.31,0.4902941214964622
100% Corpus,120,0.31,0.61,0.4267686614352088
100% Corpus,120,0.31,0.9099999999999999,0.43296126833680293
100% Corpus,120,0.31,symmetric,0.35369079429003936
100% Corpus,120,0.61,0.01,0.3130514858665535
100% Corpus,120,0.61,0.31,0.39772422481370767
100% Corpus,120,0.61,0.61,0.43005375612474
100% Corpus,120,0.61,0.9099999999999999,0.4322587032513984
100% Corpus,120,0.61,symmetric,0.3146402092908317
100% Corpus,120,0.9099999999999999,0.01,0.29907798369042526
100% Corpus,120,0.9099999999999999,0.31,0.3975356986714791
100% Corpus,120,0.9099999999999999,0.61,0.42536828587998804
100% Corpus,120,0.9099999999999999,0.9099999999999999,0.4363792746795625
100% Corpus,120,0.9099999999999999,symmetric,0.2971542723063893
100% Corpus,120,symmetric,0.01,0.7571453448437478
100% Corpus,120,symmetric,0.31,0.5093176243771559
100% Corpus,120,symmetric,0.61,0.48391396893724337
100% Corpus,120,symmetric,0.9099999999999999,0.5152133190097198
100% Corpus,120,symmetric,symmetric,0.7571453448437478
100% Corpus,120,asymmetric,0.01,0.4549186317932222
100% Corpus,120,asymmetric,0.31,0.45926484910023874
100% Corpus,120,asymmetric,0.61,0.45964727872531136
100% Corpus,120,asymmetric,0.9099999999999999,0.46596617268921475
100% Corpus,120,asymmetric,symmetric,0.45760656179957176
100% Corpus,130,0.01,0.01,0.7571453448437478
100% Corpus,130,0.01,0.31,0.7571453448437478
100% Corpus,130,0.01,0.61,0.46397696115137604
100% Corpus,130,0.01,0.9099999999999999,0.48020643422912485
100% Corpus,130,0.01,symmetric,0.7571453448437478
100% Corpus,130,0.31,0.01,0.3665936649315922
100% Corpus,130,0.31,0.31,0.4093371716766478
100% Corpus,130,0.31,0.61,0.43094553935605645
100% Corpus,130,0.31,0.9099999999999999,0.4338933450610045
100% Corpus,130,0.31,symmetric,0.3621455003870234
100% Corpus,130,0.61,0.01,0.3143939216499527
100% Corpus,130,0.61,0.31,0.4030720774458179
100% Corpus,130,0.61,0.61,0.42478955485802905
100% Corpus,130,0.61,0.9099999999999999,0.4211317147335531
100% Corpus,130,0.61,symmetric,0.3130658891303033
100% Corpus,130,0.9099999999999999,0.01,0.30103482036859963
100% Corpus,130,0.9099999999999999,0.31,0.40746338585170605
100% Corpus,130,0.9099999999999999,0.61,0.4302676875856739
100% Corpus,130,0.9099999999999999,0.9099999999999999,0.43296126833680276
100% Corpus,130,0.9099999999999999,symmetric,0.3035358694688906
100% Corpus,130,symmetric,0.01,0.7571453448437478
100% Corpus,130,symmetric,0.31,0.7571453448437478
100% Corpus,130,symmetric,0.61,0.4877444311883261
100% Corpus,130,symmetric,0.9099999999999999,0.4795857007537325
100% Corpus,130,symmetric,symmetric,0.7571453448437478
100% Corpus,130,asymmetric,0.01,0.45662261752524486
100% Corpus,130,asymmetric,0.31,0.4544796806079828
100% Corpus,130,asymmetric,0.61,0.45817626466949113
100% Corpus,130,asymmetric,0.9099999999999999,0.46591476973921464
100% Corpus,130,asymmetric,symmetric,0.45662261752524486
100% Corpus,140,0.01,0.01,0.7571453448437478
100% Corpus,140,0.01,0.31,0.7571453448437478
100% Corpus,140,0.01,0.61,0.7571453448437478
100% Corpus,140,0.01,0.9099999999999999,0.4848437912712822
100% Corpus,140,0.01,symmetric,0.7571453448437478
100% Corpus,140,0.31,0.01,0.3673751507590343
100% Corpus,140,0.31,0.31,0.40624151201145337
100% Corpus,140,0.31,0.61,0.4277220524648013
100% Corpus,140,0.31,0.9099999999999999,0.4329612683368028
100% Corpus,140,0.31,symmetric,0.36617148179927517
100% Corpus,140,0.61,0.01,0.31532202579806573
100% Corpus,140,0.61,0.31,0.41097421951353663
100% Corpus,140,0.61,0.61,0.4324353008618009
100% Corpus,140,0.61,0.9099999999999999,0.4329612683368028
100% Corpus,140,0.61,symmetric,0.3161152690499292
100% Corpus,140,0.9099999999999999,0.01,0.301097546730844
100% Corpus,140,0.9099999999999999,0.31,0.4099445499481644
100% Corpus,140,0.9099999999999999,0.61,0.43592193434265797
100% Corpus,140,0.9099999999999999,0.9099999999999999,0.43567319524284087
100% Corpus,140,0.9099999999999999,symmetric,0.30158570284879116
100% Corpus,140,symmetric,0.01,0.7571453448437478
100% Corpus,140,symmetric,0.31,0.7571453448437478
100% Corpus,140,symmetric,0.61,0.7571453448437478
100% Corpus,140,symmetric,0.9099999999999999,0.46668038881746554
100% Corpus,140,symmetric,symmetric,0.7571453448437478
100% Corpus,140,asymmetric,0.01,0.7571453448437478
100% Corpus,140,asymmetric,0.31,0.7571453448437478
100% Corpus,140,asymmetric,0.61,0.4625214039755821
100% Corpus,140,asymmetric,0.9099999999999999,0.4662396753581695
100% Corpus,140,asymmetric,symmetric,0.7571453448437478
