Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,80,0.31,0.9099999999999999,0.3081135736290061
100% Corpus,80,0.31,symmetric,0.32746622466338177
100% Corpus,80,0.61,0.01,0.32605827409896543
100% Corpus,80,0.61,0.31,0.3541620511996192
100% Corpus,80,0.61,0.61,0.3476955649277228
100% Corpus,80,0.61,0.9099999999999999,0.33780394613460074
100% Corpus,80,0.61,symmetric,0.333887245112375
100% Corpus,80,0.9099999999999999,0.01,0.32011571466941147
100% Corpus,80,0.9099999999999999,0.31,0.35938735817948064
100% Corpus,80,0.9099999999999999,0.61,0.3081135736290061
100% Corpus,80,0.9099999999999999,0.9099999999999999,0.340302635652904
100% Corpus,80,0.9099999999999999,symmetric,0.30617467990632125
100% Corpus,80,symmetric,0.01,0.49174694110236106
100% Corpus,80,symmetric,0.31,0.5670273224121791
100% Corpus,80,symmetric,0.61,0.5936755743856255
100% Corpus,80,symmetric,0.9099999999999999,0.5429871573088935
100% Corpus,80,symmetric,symmetric,0.488502963173948
100% Corpus,80,asymmetric,0.01,0.49711585265514024
100% Corpus,80,asymmetric,0.31,0.4956183832161661
100% Corpus,80,asymmetric,0.61,0.4703958821443027
100% Corpus,80,asymmetric,0.9099999999999999,0.45337613877472266
100% Corpus,80,asymmetric,symmetric,0.5001514380800083
100% Corpus,90,0.01,0.01,0.5061160386387528
100% Corpus,90,0.01,0.31,0.5370165096209354
100% Corpus,90,0.01,0.61,0.6690623866798154
100% Corpus,90,0.01,0.9099999999999999,0.5789074984421635
100% Corpus,90,0.01,symmetric,0.5236297724798837
100% Corpus,90,0.31,0.01,0.3553010195023755
100% Corpus,90,0.31,0.31,0.35973513861945094
100% Corpus,90,0.31,0.61,0.3396636666525375
100% Corpus,90,0.31,0.9099999999999999,0.3081135736290061
100% Corpus,90,0.31,symmetric,0.34438367804024816
100% Corpus,90,0.61,0.01,0.33703679101840134
100% Corpus,90,0.61,0.31,0.35816781853766155
100% Corpus,90,0.61,0.61,0.34041768616813134
100% Corpus,90,0.61,0.9099999999999999,0.34906165223912666
100% Corpus,90,0.61,symmetric,0.3348667909763542
100% Corpus,90,0.9099999999999999,0.01,0.3214899713858544
100% Corpus,90,0.9099999999999999,0.31,0.3531786224240379
100% Corpus,90,0.9099999999999999,0.61,0.34321379176776745
100% Corpus,90,0.9099999999999999,0.9099999999999999,0.3374976981895025
100% Corpus,90,0.9099999999999999,symmetric,0.3315055056083922
100% Corpus,90,symmetric,0.01,0.5259558352006699
100% Corpus,90,symmetric,0.31,0.5504147992222134
100% Corpus,90,symmetric,0.61,0.5994960092629388
100% Corpus,90,symmetric,0.9099999999999999,0.5602762179209105
100% Corpus,90,symmetric,symmetric,0.5197646618776802
100% Corpus,90,asymmetric,0.01,0.4709677654594739
100% Corpus,90,asymmetric,0.31,0.46845926369234153
100% Corpus,90,asymmetric,0.61,0.4577474961170389
100% Corpus,90,asymmetric,0.9099999999999999,0.4545664794016694
100% Corpus,90,asymmetric,symmetric,0.4714127306002894
